Threshold,F1 Score,Precision,Recall,Accuracy,True Positives,False Positives,False Negatives,True Negatives
0.24017958378821808,0.9374331729498362,0.9402076005833405,0.9346750810165444,0.9418932327842826,10959,697,767,12772
